,song_names,sentences
Hand of Doom [Norway 2009],Hand of Doom [Norway 2009],and many will die by my hand
Hand of Doom [Norway 2009],Hand of Doom [Norway 2009],they will die by my hand they will die
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],brothers i am calling from the valley of the kings
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],with nothing to atone
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],a dark march lies ahead together we will ride
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],like thunder from the sky
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],may your sword stay wet like a young girl in her prime
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],hold your hammers high
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],blood and death are waiting like a raven in the sky
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],i was born to die
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],hear me while i live
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],as i look into your eyes
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],none shall hear a lie
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],power and dominion are taken by the will
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],by divine right hail and kill
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],hail hail hail and kill hail and kill
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],hail hail hail and kill hail and kill
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],my father was a wolf
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],im a kinsman of the slain
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],sworn to rise again
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],i will bring salvation punishment and pain
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],the hammer of hate is our faith
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],power and dominion are taken by the will
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],by divine right hail and kill
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],hail hail hail and kill kill and kill
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],hail hail hail and kill hail and kill
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],hail hail hail and kill 
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],hail hail hail and kill
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],hail hail hail and kill
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],hail hail hail and kill
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],hail hail hail and kill
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],hail hail hail and kill
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],hail hail hail and kill
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],hail hail hail and kill
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],hail hail hail and kill 
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],rip their flesh burn their hearts
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],stab them in the eyes
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],rape their women as they cry
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],kill their servants burn their homes
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],till theres no blood left to spill
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],hail and kill
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],power and dominion are taken by the will
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],by divine right hail and kill
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],hail hail hail and kill
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],hail and kill
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],hail hail hail and kill
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],kill and kill
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],hail hail hail and kill
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],hail and kill hail and kill
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],hail hail hail and kill
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],hail and kill hail and kill
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],hail hail hail and kill
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],hail and kill
Hail and Kill [Turkey 2005],Hail and Kill [Turkey 2005],hail hail hail and kill
Mountains [Germany 2007],Mountains [Germany 2007],so tall silent against the sky
Mountains [Germany 2007],Mountains [Germany 2007],up through the clouds where eagles fly
Mountains [Germany 2007],Mountains [Germany 2007],wind and rain beat down on one so strong
Mountains [Germany 2007],Mountains [Germany 2007],they cut but never change what stood so long
Mountains [Germany 2007],Mountains [Germany 2007],tall as a mountain im gonna tear through the sky
Mountains [Germany 2007],Mountains [Germany 2007],lifes for the taking
Mountains [Germany 2007],Mountains [Germany 2007],like a man is a mountainside
Mountains [Germany 2007],Mountains [Germany 2007],greatness waits for those who try
Mountains [Germany 2007],Mountains [Germany 2007],none can teach you its all inside
Mountains [Germany 2007],Mountains [Germany 2007],just climb
Mountains [Germany 2007],Mountains [Germany 2007],i am in the ground i am in the air
Mountains [Germany 2007],Mountains [Germany 2007],i am all i live in the hearts of men
Mountains [Germany 2007],Mountains [Germany 2007],i am the call to greatness
Mountains [Germany 2007],Mountains [Germany 2007],not all can hear
Mountains [Germany 2007],Mountains [Germany 2007],i awaken the creator in those who dare
Mountains [Germany 2007],Mountains [Germany 2007],and the day will come when we all must die
Mountains [Germany 2007],Mountains [Germany 2007],and enter the mountainside
Mountains [Germany 2007],Mountains [Germany 2007],i have no fear
Mountains [Germany 2007],Mountains [Germany 2007],death and glory
Mountains [Germany 2007],Mountains [Germany 2007],both draw near
Call To Arms [Finland 2009],Call To Arms [Finland 2009],when they see us they will run for their lives
Call To Arms [Finland 2009],Call To Arms [Finland 2009],to the end they will pay for their lies
Call To Arms [Finland 2009],Call To Arms [Finland 2009],so long did we wait now we are home
Call To Arms [Finland 2009],Call To Arms [Finland 2009],here once again there is a battle to fight
Call To Arms [Finland 2009],Call To Arms [Finland 2009],gathered together for the sound and the might
Call To Arms [Finland 2009],Call To Arms [Finland 2009],so long did we wait now we are home
Call To Arms [Finland 2009],Call To Arms [Finland 2009],now we will fight for the kingdom fighting with steel
Call To Arms [Finland 2009],Call To Arms [Finland 2009],kill all of them their blood is our seal
Call To Arms [Finland 2009],Call To Arms [Finland 2009],fight till the last of the enemy is dead
Call To Arms [Finland 2009],Call To Arms [Finland 2009],ride through the blood that we gladly have shed
Call To Arms [Finland 2009],Call To Arms [Finland 2009],i now issue the call are you ready to fight
Call To Arms [Finland 2009],Call To Arms [Finland 2009],fight all together as one for the right to be free once again
Call To Arms [Finland 2009],Call To Arms [Finland 2009],tonight we will win
Call To Arms [Finland 2009],Call To Arms [Finland 2009],i can see by the look that you have in your eyes
Call To Arms [Finland 2009],Call To Arms [Finland 2009],you came here for metal to fight and to die
Call To Arms [Finland 2009],Call To Arms [Finland 2009],defenders of steel now we are home
Call To Arms [Finland 2009],Call To Arms [Finland 2009],chorus
Call To Arms [Finland 2009],Call To Arms [Finland 2009],fight for the kingdom bound for glory
Call To Arms [Finland 2009],Call To Arms [Finland 2009],armed with a heart of steel
Call To Arms [Finland 2009],Call To Arms [Finland 2009],i swear by the brothers who stand before me
Call To Arms [Finland 2009],Call To Arms [Finland 2009],to no man shall i kneel
Call To Arms [Finland 2009],Call To Arms [Finland 2009],their blood is upon my steel
Call To Arms [Finland 2009],Call To Arms [Finland 2009],blood is upon my steel
Call To Arms [Finland 2009],Call To Arms [Finland 2009],fight for the kingdom fighting with steel
Call To Arms [Finland 2009],Call To Arms [Finland 2009],kill all of them their blood is our seal
Call To Arms [Finland 2009],Call To Arms [Finland 2009],fight till the last of the enemy is dead
Call To Arms [Finland 2009],Call To Arms [Finland 2009],ride through the blood that we gladly have shed
Call To Arms [Finland 2009],Call To Arms [Finland 2009],i now issue the call are you ready to fight
Call To Arms [Finland 2009],Call To Arms [Finland 2009],fight all together as one for the right to be free once again
Call To Arms [Finland 2009],Call To Arms [Finland 2009],tonight we will win
Call To Arms [Finland 2009],Call To Arms [Finland 2009],i can see by the look that you have in your eyes
Call To Arms [Finland 2009],Call To Arms [Finland 2009],you came here for metal to fight and to die
Call To Arms [Finland 2009],Call To Arms [Finland 2009],defenders of steel now we are home
Call To Arms [Finland 2009],Call To Arms [Finland 2009],chorus x2
Call To Arms [Finland 2009],Call To Arms [Finland 2009],fight for the kingdom bound for glory
Call To Arms [Finland 2009],Call To Arms [Finland 2009],armed with a heart of steel
Call To Arms [Finland 2009],Call To Arms [Finland 2009],i swear by the brothers who stand before me
Call To Arms [Finland 2009],Call To Arms [Finland 2009],to no man shall i kneel
Call To Arms [Finland 2009],Call To Arms [Finland 2009],their blood is upon my steel
King of Kings [Czech Republic 2005],King of Kings [Czech Republic 2005],voices of victory
King of Kings [Czech Republic 2005],King of Kings [Czech Republic 2005],all shout and proclaim
King of Kings [Czech Republic 2005],King of Kings [Czech Republic 2005],the kingdom of glory is mine
King of Kings [Czech Republic 2005],King of Kings [Czech Republic 2005],the raise of the will are a prophecy filled
King of Kings [Czech Republic 2005],King of Kings [Czech Republic 2005],im the lord of the day and the night
King of Kings [Czech Republic 2005],King of Kings [Czech Republic 2005],i have nothing to sell but the power of hell
King of Kings [Czech Republic 2005],King of Kings [Czech Republic 2005],my armies of fire awaits
King of Kings [Czech Republic 2005],King of Kings [Czech Republic 2005],im here to be paid for the pact that was made
King of Kings [Czech Republic 2005],King of Kings [Czech Republic 2005],my payments can never be late
King of Kings [Czech Republic 2005],King of Kings [Czech Republic 2005],crack the earth gods of thunder
King of Kings [Czech Republic 2005],King of Kings [Czech Republic 2005],man and beast will be torn asunder
King of Kings [Czech Republic 2005],King of Kings [Czech Republic 2005],into the fight i own the right
King of Kings [Czech Republic 2005],King of Kings [Czech Republic 2005],to be the king of kings
King of Kings [Czech Republic 2005],King of Kings [Czech Republic 2005],my enemies rise and look to the skies
King of Kings [Czech Republic 2005],King of Kings [Czech Republic 2005],they pray i will never appear
King of Kings [Czech Republic 2005],King of Kings [Czech Republic 2005],the light has no meaning
King of Kings [Czech Republic 2005],King of Kings [Czech Republic 2005],awake me im dreaming
King of Kings [Czech Republic 2005],King of Kings [Czech Republic 2005],they live in a castle of fear
King of Kings [Czech Republic 2005],King of Kings [Czech Republic 2005],i summon the demons that live in the wind
King of Kings [Czech Republic 2005],King of Kings [Czech Republic 2005],as my chariot strives in the storm
King of Kings [Czech Republic 2005],King of Kings [Czech Republic 2005],with the hot blood of battle
King of Kings [Czech Republic 2005],King of Kings [Czech Republic 2005],i wait in my saddle
King of Kings [Czech Republic 2005],King of Kings [Czech Republic 2005],i live and ill die by the sword
King of Kings [Czech Republic 2005],King of Kings [Czech Republic 2005],crack the earth gods of thunder
King of Kings [Czech Republic 2005],King of Kings [Czech Republic 2005],man and beast will be torn asunder
King of Kings [Czech Republic 2005],King of Kings [Czech Republic 2005],into the fight i own the right
King of Kings [Czech Republic 2005],King of Kings [Czech Republic 2005],to be the king of kings
King of Kings [Czech Republic 2005],King of Kings [Czech Republic 2005],all the days of his life
King of Kings [Czech Republic 2005],King of Kings [Czech Republic 2005],he walked without fear
King of Kings [Czech Republic 2005],King of Kings [Czech Republic 2005],all whos lives he touched
King of Kings [Czech Republic 2005],King of Kings [Czech Republic 2005],were made better for knowing him
King of Kings [Czech Republic 2005],King of Kings [Czech Republic 2005],as he returned goodness with good
King of Kings [Czech Republic 2005],King of Kings [Czech Republic 2005],so too his justice and retribution unfailing
King of Kings [Czech Republic 2005],King of Kings [Czech Republic 2005],as my sword is my soul
King of Kings [Czech Republic 2005],King of Kings [Czech Republic 2005],then let all who stand before me know
King of Kings [Czech Republic 2005],King of Kings [Czech Republic 2005],i bring a storm and magic wind
King of Kings [Czech Republic 2005],King of Kings [Czech Republic 2005],the kingdom of the kings
King of Kings [Czech Republic 2005],King of Kings [Czech Republic 2005],i summon the demons that live in the wind
King of Kings [Czech Republic 2005],King of Kings [Czech Republic 2005],as my chariot strives in the storm
