,song_names,sentences
Glory To the Brave,Glory To the Brave,nothing on earth stays forever
Glory To the Brave,Glory To the Brave,but none of your deeds were in vain
Glory To the Brave,Glory To the Brave,deep in our hearts you will live again
Glory To the Brave,Glory To the Brave,youre gone to the home of the brave
One More Time,One More Time,one more time 
One More Time,One More Time,one more time 
One More Time,One More Time,saints from heaven 
One More Time,One More Time,hell hang arounds descending 
One More Time,One More Time,disciples of repression 
One More Time,One More Time,fuse our evil 
One More Time,One More Time,exterminate protectors 
One More Time,One More Time,bringing us down to the ground 
One More Time,One More Time,and pushing us back to the  
One More Time,One More Time,final frontier wedlock in the grime 
One More Time,One More Time,cry a thousand tears battle one more time 
One More Time,One More Time,one more time 
One More Time,One More Time,one more time 
One More Time,One More Time,one more time 
One More Time,One More Time,one more time 
One More Time,One More Time,pray steel demons 
One More Time,One More Time,dont look away tormentors 
One More Time,One More Time,travers the darkned heavens 
One More Time,One More Time,seek our wicked 
One More Time,One More Time,seek and destroy opponents 
One More Time,One More Time,soldiers of heaven and hell 
One More Time,One More Time,hey were fighting 
One More Time,One More Time,eye for an eye protecting 
One More Time,One More Time,our mother earth dissecting 
One More Time,One More Time,break their evil 
One More Time,One More Time,ruin the core allegiance 
One More Time,One More Time,vengeance is now in our hands 
One More Time,One More Time,vengeance 
One More Time,One More Time,pushing us back to the  
One More Time,One More Time,final frontier buried in the grime 
One More Time,One More Time,cry a thousand tears battle one more time 
One More Time,One More Time,one more time 
One More Time,One More Time,one more time 
One More Time,One More Time,one more time 
One More Time,One More Time,one more time 
One More Time,One More Time,final frontier the judgement bell will chine 
One More Time,One More Time,no wasted years stand up one more time 
One More Time,One More Time,one more time 
One More Time,One More Time,one more time 
One More Time,One More Time,one more time 
One More Time,One More Time,one more time
Hammerfall,Hammerfall,silent screaming 
Hammerfall,Hammerfall,youre on your own
Hammerfall,Hammerfall,balancing on a blade between 
Hammerfall,Hammerfall,whats right and what is wrong
Hammerfall,Hammerfall,dont loose your faith dont sit there in silence
Hammerfall,Hammerfall,show your strength lets hail the metal gods bare your heart
Hammerfall,Hammerfall,all for one our burning hearts will live forever
Hammerfall,Hammerfall,one for all together standing strong
Hammerfall,Hammerfall,hammerfall we will prevail
Hammerfall,Hammerfall,hammerfall let us hail
Hammerfall,Hammerfall,we share a dream the future is ours
Hammerfall,Hammerfall,a metal heart is hard to tear apart heed the call
Hammerfall,Hammerfall,a flash of light calls out the providers
Hammerfall,Hammerfall,we run this race but we will never crawl all hail hammerfall
Hammerfall,Hammerfall,all for one our burning hearts will live forever
Hammerfall,Hammerfall,one for all together standing strong
Hammerfall,Hammerfall,hammerfall we will prevail
Hammerfall,Hammerfall,hammerfall let us hail
Hammerfall,Hammerfall,we share a dream the future is ours
Hammerfall,Hammerfall,a metal heart is hard to tear apart heed the call
Hammerfall,Hammerfall,a flash of light calls out the providers
Hammerfall,Hammerfall,we run this race but we will never crawl all hail hammerfall
Hammerfall,Hammerfall,just follow your heart dont listen to the crowd
Hammerfall,Hammerfall,the wisdom the voice is calling from inside
Hammerfall,Hammerfall,the time long forgotten will soon come again
Hammerfall,Hammerfall,prepare for the meeting the gods of metal reign
Threshold,Threshold,there are clouds on the horizon
Threshold,Threshold,shifting colours heavy rain
Threshold,Threshold,high above the roaring thunder
Threshold,Threshold,shooting bullets through your brain
Threshold,Threshold,theres something wicked left behind
Threshold,Threshold,a baleful sight a coming
Threshold,Threshold,a sinister state of your minds
Threshold,Threshold,behold the skies the port of heaven
Threshold,Threshold,see the stairway down to hell
Threshold,Threshold,the gate is open lift the curse
Threshold,Threshold,we set aside our dreams and visions
Threshold,Threshold,we are one we will unite
Threshold,Threshold,at the threshold of the universe we will rise
Threshold,Threshold,late at night they heard the sirens
Threshold,Threshold,from a place so far away
Threshold,Threshold,allied forces mighty brethren
Threshold,Threshold,in a vesture of decay
Threshold,Threshold,they are the legions of the night
Threshold,Threshold,turning darkness into
Threshold,Threshold,turning the dark into light
Threshold,Threshold,behold the skies the port of heaven
Threshold,Threshold,see the stairway down to hell
Threshold,Threshold,the gate is open lift the curse
Threshold,Threshold,we set aside our dreams and visions
Threshold,Threshold,we are one we will unite
Threshold,Threshold,at the threshold of the universe
Threshold,Threshold,solo stefan
Threshold,Threshold,behold the skies the port of heaven
Threshold,Threshold,see the stairway down to hell
Threshold,Threshold,the gate is open lift the curse
Threshold,Threshold,we set aside our dreams and visions
Threshold,Threshold,we are one we will unite
Threshold,Threshold,at the threshold of the universe
Hearts On Fire,Hearts On Fire,we saw the writings on the wall
Hearts On Fire,Hearts On Fire,when heathens ruled above us all
Hearts On Fire,Hearts On Fire,tormented we still heard the call
Hearts On Fire,Hearts On Fire,you come to bring us down
Hearts On Fire,Hearts On Fire,wield the scepter steal the crown
Hearts On Fire,Hearts On Fire,time on the throne is running out
Hearts On Fire,Hearts On Fire,âcause seasons change but we are still the same
Hearts On Fire,Hearts On Fire,event though the cold winds blow were burning like a flame
Hearts On Fire,Hearts On Fire,hearts on fire hearts on fire
Hearts On Fire,Hearts On Fire,burning burning with desire
Hearts On Fire,Hearts On Fire,hearts on fire hearts on fire
Hearts On Fire,Hearts On Fire,burning burning with desire
Hearts On Fire,Hearts On Fire,hearts on fire hearts on fire
Hearts On Fire,Hearts On Fire,burning burning with desire
Hearts On Fire,Hearts On Fire,burning for the steel
Hearts On Fire,Hearts On Fire,hearts on fire
Hearts On Fire,Hearts On Fire,for years shunned by society
Hearts On Fire,Hearts On Fire,outcasts condemned for our beliefs
Hearts On Fire,Hearts On Fire,our legions grew in secrecy
Hearts On Fire,Hearts On Fire,and now the time is here
Hearts On Fire,Hearts On Fire,i see the templars everywhere
Hearts On Fire,Hearts On Fire,the freedom call is drawing near
Hearts On Fire,Hearts On Fire,we hold our rebel banners up with pride
Hearts On Fire,Hearts On Fire,the colors crimson and the hammer is the sign
Hearts On Fire,Hearts On Fire,hearts on fire hearts on fire
Hearts On Fire,Hearts On Fire,burning burning with desire
Hearts On Fire,Hearts On Fire,hearts on fire hearts on fire
Hearts On Fire,Hearts On Fire,burning burning with desire
Hearts On Fire,Hearts On Fire,hearts on fire hearts on fire
Hearts On Fire,Hearts On Fire,burning burning with desire
Hearts On Fire,Hearts On Fire,burning for the steel
Hearts On Fire,Hearts On Fire,hearts on fire hearts on fire
Hearts On Fire,Hearts On Fire,hearts on fire hearts on fire
Hearts On Fire,Hearts On Fire,burning burning with desireâ¦
Hearts On Fire,Hearts On Fire,hearts on fire
Last Man Standing,Last Man Standing,i i am the one
Last Man Standing,Last Man Standing,the one who lost control
Last Man Standing,Last Man Standing,control but in the end id be the
Last Man Standing,Last Man Standing,last man standing
Last Man Standing,Last Man Standing,i i am the one
Last Man Standing,Last Man Standing,the one who sold his soul
Last Man Standing,Last Man Standing,his soul forever gone to be the
Last Man Standing,Last Man Standing,last man standing
Last Man Standing,Last Man Standing,glorious
Last Man Standing,Last Man Standing,noble in my mind
Last Man Standing,Last Man Standing,everything a fight to win
Last Man Standing,Last Man Standing,taking all and giving
Last Man Standing,Last Man Standing,whatever my pride would let me
Last Man Standing,Last Man Standing,not backing down not giving in
Last Man Standing,Last Man Standing,i wouldnt lose i couldnt
Last Man Standing,Last Man Standing,i i am the one
Last Man Standing,Last Man Standing,the one who lost control
Last Man Standing,Last Man Standing,control but in the end id be the
Last Man Standing,Last Man Standing,last man standing
Last Man Standing,Last Man Standing,i i am the one
Last Man Standing,Last Man Standing,the one who sold his soul
Last Man Standing,Last Man Standing,his soul forever gone to be the
Last Man Standing,Last Man Standing,last man standing
Last Man Standing,Last Man Standing,i walk alone
Last Man Standing,Last Man Standing,with my head held high
Last Man Standing,Last Man Standing,never felt that i belonged
Last Man Standing,Last Man Standing,stand my ground at all costs
Last Man Standing,Last Man Standing,running through life with blindfolds
Last Man Standing,Last Man Standing,just for the right   right to be wrong
Last Man Standing,Last Man Standing,nothing would rule my world but 
Last Man Standing,Last Man Standing,i i am the one
Last Man Standing,Last Man Standing,the one who lost control
Last Man Standing,Last Man Standing,control but in the end id be the
Last Man Standing,Last Man Standing,last man standing
Last Man Standing,Last Man Standing,i i am the one
Last Man Standing,Last Man Standing,the one who sold his soul
Last Man Standing,Last Man Standing,his soul forever gone to be the
Last Man Standing,Last Man Standing,last man standing
Last Man Standing,Last Man Standing,nothing would rule my world but 
Last Man Standing,Last Man Standing,i i am the one
Last Man Standing,Last Man Standing,the one who lost control
Last Man Standing,Last Man Standing,control but in the end id be the
Last Man Standing,Last Man Standing,last man standing
Last Man Standing,Last Man Standing,i i am the one
Last Man Standing,Last Man Standing,the one who sold his soul
Last Man Standing,Last Man Standing,his soul forever gone to be the
Last Man Standing,Last Man Standing,last man standing
Last Man Standing,Last Man Standing,i i am the one
Last Man Standing,Last Man Standing,the one who lost control
Last Man Standing,Last Man Standing,control but in the end id be the
Last Man Standing,Last Man Standing,last man standing
Last Man Standing,Last Man Standing,i i am the one
Last Man Standing,Last Man Standing,the one who sold his soul
Last Man Standing,Last Man Standing,his soul forever gone to be the
Last Man Standing,Last Man Standing,last man standing
Last Man Standing,Last Man Standing,seeing clearer what ive done
Last Man Standing,Last Man Standing,id refuse to let things go
Last Man Standing,Last Man Standing,i could never once admit im wrong
Last Man Standing,Last Man Standing,and what do i have to show
Last Man Standing,Last Man Standing,seeing clearer whats at stake
Last Man Standing,Last Man Standing,and the things i have to change
Last Man Standing,Last Man Standing,i just hope i can its not too late
Last Man Standing,Last Man Standing,to get a chance to end this pain
